,p_current_age,p_age_first_offense,p_charge,p_jail30,p_prison,p_probation,race_black,race_white,race_hispanic,race_asian,race_native,recid_use(label)
4325,20,17,8,0,0,0,1,0,0,0,0,0
4326,29,29,1,0,1,0,1,0,0,0,0,0
4327,28,25,18,0,0,2,0,0,1,0,0,1
4328,26,26,2,0,0,0,0,0,1,0,0,0
4329,62,62,2,0,0,0,0,1,0,0,0,0
4330,31,31,4,0,0,0,0,0,1,0,0,0
4331,21,16,12,0,1,1,0,1,0,0,0,0
4332,43,43,3,0,0,0,1,0,0,0,0,0
4333,18,18,1,0,0,0,1,0,0,0,0,1
4334,26,19,18,0,0,0,1,0,0,0,0,0
4335,53,25,6,0,0,1,0,1,0,0,0,0
4336,18,18,2,0,0,0,1,0,0,0,0,0
4337,37,36,5,0,3,0,1,0,0,0,0,1
4338,37,36,8,1,3,0,1,0,0,0,0,1
4339,20,18,7,0,0,0,1,0,0,0,0,1
4340,37,37,1,0,0,0,0,1,0,0,0,0
4341,19,17,4,0,0,0,1,0,0,0,0,1
4342,28,18,17,0,0,0,1,0,0,0,0,0
4343,33,28,5,0,0,1,0,1,0,0,0,0
4344,27,27,6,0,0,0,1,0,0,0,0,0
4345,33,33,1,0,1,0,1,0,0,0,0,0
4346,35,21,11,0,0,2,1,0,0,0,0,0
4347,28,28,2,0,0,0,1,0,0,0,0,0
4348,21,17,8,0,0,1,1,0,0,0,0,0
4349,20,20,1,0,0,0,0,0,0,0,0,0
4350,50,50,1,0,0,0,0,1,0,0,0,0
4351,18,16,3,0,0,0,0,1,0,0,0,1
4352,36,21,10,0,0,1,1,0,0,0,0,0
4353,43,43,2,0,0,0,0,1,0,0,0,0
4354,19,17,11,0,0,1,0,1,0,0,0,0
4355,32,30,11,0,0,0,1,0,0,0,0,1
4356,60,60,4,0,0,0,0,1,0,0,0,0
4357,25,25,1,0,0,0,1,0,0,0,0,0
4358,21,21,3,0,0,0,1,0,0,0,0,1
4359,39,16,35,1,5,1,1,0,0,0,0,0
4360,27,26,7,0,0,0,0,0,1,0,0,1
4361,40,30,5,0,4,0,0,1,0,0,0,0
4362,22,20,9,0,0,1,0,1,0,0,0,1
4363,24,24,2,0,0,0,1,0,0,0,0,0
4364,46,46,1,0,0,0,1,0,0,0,0,0
4365,23,23,1,0,0,0,1,0,0,0,0,0
4366,56,56,3,0,0,0,0,0,0,0,0,0
4367,20,16,3,0,0,0,0,1,0,0,0,1
4368,38,38,1,0,0,0,1,0,0,0,0,0
4369,18,18,1,0,0,0,1,0,0,0,0,0
4370,23,23,1,0,0,0,0,0,0,0,0,0
4371,36,35,7,0,0,0,1,0,0,0,0,0
4372,46,46,1,0,0,0,0,0,0,0,0,0
4373,44,44,1,0,0,0,0,1,0,0,0,0
4374,31,17,19,1,2,3,0,0,0,0,0,1
4375,33,33,9,0,0,0,1,0,0,0,0,1
4376,30,30,1,0,0,0,0,1,0,0,0,0
4377,25,25,6,0,0,0,1,0,0,0,0,0
4378,36,18,31,0,0,2,1,0,0,0,0,1
4379,61,58,4,0,0,0,0,0,1,0,0,0
4380,19,19,2,0,0,0,1,0,0,0,0,0
4381,24,18,2,0,0,1,1,0,0,0,0,0
4382,25,23,2,0,0,1,1,0,0,0,0,1
4383,19,18,5,0,0,0,1,0,0,0,0,0
4384,41,41,2,0,0,0,0,1,0,0,0,0
4385,21,21,3,0,0,0,0,0,1,0,0,1
4386,42,42,3,0,0,0,0,1,0,0,0,0
4387,52,52,2,0,0,0,0,1,0,0,0,0
4388,31,31,3,0,0,0,0,0,1,0,0,0
4389,18,18,3,0,0,0,1,0,0,0,0,0
4390,19,18,4,0,0,0,1,0,0,0,0,1
4391,31,21,14,0,0,1,0,1,0,0,0,1
4392,52,21,27,0,0,1,0,1,0,0,0,0
4393,19,18,2,0,0,0,1,0,0,0,0,0
4394,40,40,2,0,0,0,0,1,0,0,0,1
4395,18,13,6,0,0,0,1,0,0,0,0,1
4396,42,23,6,1,2,0,0,1,0,0,0,0
4397,20,20,5,0,0,0,1,0,0,0,0,0
4398,25,20,2,0,0,0,0,1,0,0,0,0
4399,42,42,2,0,0,0,0,0,0,0,0,0
4400,36,21,4,0,0,1,1,0,0,0,0,0
4401,76,76,2,0,0,0,0,1,0,0,0,0
4402,45,30,3,0,0,0,0,1,0,0,0,0
4403,18,16,5,0,0,0,0,0,1,0,0,1
4404,18,16,8,0,0,0,0,0,1,0,0,1
4405,29,24,9,0,0,1,1,0,0,0,0,1
4406,30,24,14,0,0,2,1,0,0,0,0,0
4407,54,26,4,0,0,0,0,1,0,0,0,0
4408,19,17,6,0,0,1,1,0,0,0,0,0
4409,40,40,3,0,0,0,1,0,0,0,0,0
4410,18,18,2,0,0,0,0,0,1,0,0,0
4411,38,38,1,0,0,0,1,0,0,0,0,0
4412,21,21,4,0,0,0,0,0,0,0,0,0
4413,20,20,8,0,0,0,1,0,0,0,0,0
4414,31,25,7,0,0,1,1,0,0,0,0,0
4415,32,32,2,0,0,0,0,1,0,0,0,0
4416,66,66,2,0,1,0,0,1,0,0,0,0
4417,20,18,3,0,0,0,1,0,0,0,0,1
4418,44,44,1,0,0,0,0,1,0,0,0,1
4419,32,32,1,0,0,0,0,1,0,0,0,0
4420,30,30,1,0,0,0,0,0,1,0,0,0
4421,36,36,1,0,0,0,1,0,0,0,0,0
4422,18,18,1,0,0,0,0,0,1,0,0,1
4423,61,43,27,0,5,1,1,0,0,0,0,1
4424,21,18,13,0,0,2,0,1,0,0,0,1
4425,26,19,5,0,1,1,0,1,0,0,0,0
4426,37,37,1,0,0,0,0,1,0,0,0,0
4427,28,20,15,0,0,1,1,0,0,0,0,1
4428,33,25,27,0,0,2,0,1,0,0,0,1
4429,30,20,6,0,1,0,1,0,0,0,0,0
4430,33,33,1,0,0,0,0,0,1,0,0,0
4431,28,21,2,0,0,0,1,0,0,0,0,1
4432,20,18,21,0,0,0,0,1,0,0,0,0
4433,19,19,1,0,0,0,0,0,1,0,0,1
4434,18,18,3,0,0,0,0,0,0,0,0,0
4435,23,19,6,0,0,1,0,1,0,0,0,0
4436,43,29,4,0,0,1,0,1,0,0,0,0
4437,35,35,4,0,0,0,0,1,0,0,0,0
4438,35,35,2,0,0,0,0,0,0,0,0,1
4439,43,42,3,0,0,0,0,1,0,0,0,1
4440,43,42,6,0,0,0,0,1,0,0,0,0
4441,19,19,7,0,0,0,1,0,0,0,0,0
4442,21,18,25,0,0,1,1,0,0,0,0,1
4443,22,19,15,0,0,1,1,0,0,0,0,0
4444,22,18,8,0,0,0,1,0,0,0,0,1
4445,32,23,12,0,0,2,1,0,0,0,0,0
4446,18,18,2,0,0,0,1,0,0,0,0,1
4447,55,38,20,1,2,1,0,1,0,0,0,1
4448,48,44,5,0,0,0,0,0,1,0,0,0
4449,24,15,24,0,0,2,1,0,0,0,0,1
4450,48,45,2,0,0,0,0,1,0,0,0,1
4451,27,25,3,0,0,0,1,0,0,0,0,0
4452,37,37,1,0,0,0,0,0,0,0,0,0
4453,23,20,3,0,0,1,1,0,0,0,0,0
4454,18,18,1,0,0,0,0,0,0,0,0,0
4455,23,23,3,0,0,0,0,1,0,0,0,0
4456,23,18,13,0,0,1,1,0,0,0,0,0
4457,18,18,1,0,0,0,0,1,0,0,0,0
4458,26,21,6,0,0,0,1,0,0,0,0,1
4459,21,17,3,0,0,0,1,0,0,0,0,1
4460,18,18,1,0,0,0,1,0,0,0,0,0
4461,22,22,5,0,0,0,0,0,0,0,0,1
4462,28,28,3,0,0,0,0,1,0,0,0,0
4463,18,14,8,0,0,0,0,1,0,0,0,1
4464,18,14,8,0,0,0,0,1,0,0,0,1
4465,32,18,35,0,2,4,1,0,0,0,0,1
4466,28,17,33,1,3,4,1,0,0,0,0,0
4467,23,23,1,0,0,0,1,0,0,0,0,0
4468,20,20,2,0,0,0,1,0,0,0,0,0
4469,27,27,2,0,0,0,1,0,0,0,0,0
4470,31,28,3,0,0,0,0,0,0,0,0,1
4471,49,47,6,0,0,0,0,1,0,0,0,0
4472,19,19,1,0,0,0,1,0,0,0,0,0
4473,19,18,2,0,0,0,0,1,0,0,0,0
4474,28,23,2,0,0,0,0,1,0,0,0,1
4475,29,27,4,0,0,0,1,0,0,0,0,1
4476,22,19,7,0,0,0,1,0,0,0,0,0
4477,49,49,2,0,0,0,0,0,1,0,0,1
4478,28,19,15,0,0,1,1,0,0,0,0,1
4479,27,27,2,0,0,0,0,1,0,0,0,0
4480,46,32,8,0,0,3,0,1,0,0,0,0
4481,30,28,2,0,0,0,1,0,0,0,0,0
4482,22,18,3,0,0,0,1,0,0,0,0,0
4483,22,18,7,0,0,3,1,0,0,0,0,1
4484,21,12,10,0,0,1,0,0,1,0,0,1
4485,20,19,7,0,0,0,1,0,0,0,0,0
4486,53,22,10,0,0,2,0,1,0,0,0,0
4487,20,20,4,0,0,0,1,0,0,0,0,0
4488,19,19,3,0,0,0,0,1,0,0,0,0
4489,63,63,1,0,0,0,0,1,0,0,0,0
4490,28,16,20,1,1,2,1,0,0,0,0,0
4491,25,18,19,0,0,1,1,0,0,0,0,0
4492,27,27,1,0,0,0,0,1,0,0,0,0
4493,20,18,7,0,0,0,0,1,0,0,0,0
4494,36,36,1,0,0,0,0,1,0,0,0,0
4495,18,18,1,0,0,0,1,0,0,0,0,0
4496,20,20,1,0,0,0,0,1,0,0,0,0
4497,33,19,12,0,0,2,0,1,0,0,0,0
4498,26,18,13,0,1,1,0,1,0,0,0,1
4499,35,35,2,0,0,0,1,0,0,0,0,0
4500,27,27,1,0,0,0,1,0,0,0,0,0
4501,52,30,7,0,0,0,0,1,0,0,0,0
4502,32,32,2,0,0,0,1,0,0,0,0,0
4503,21,18,3,0,0,0,1,0,0,0,0,1
4504,35,35,1,0,0,0,0,1,0,0,0,0
4505,36,18,5,0,0,3,0,1,0,0,0,0
4506,23,21,4,0,0,0,1,0,0,0,0,0
4507,53,53,2,0,0,0,0,1,0,0,0,0
4508,32,29,3,0,0,0,1,0,0,0,0,1
4509,58,22,49,0,5,2,1,0,0,0,0,0
4510,30,30,1,0,0,0,0,0,0,0,0,0
4511,37,18,10,0,0,2,0,1,0,0,0,0
4512,30,28,6,0,0,1,1,0,0,0,0,0
4513,30,15,27,0,1,3,0,1,0,0,0,1
4514,26,26,3,0,0,0,1,0,0,0,0,0
4515,41,41,1,0,0,0,0,1,0,0,0,0
4516,24,19,5,0,0,1,1,0,0,0,0,1
4517,32,18,3,0,1,0,1,0,0,0,0,0
4518,51,51,2,0,0,0,0,0,1,0,0,0
4519,27,27,2,0,0,0,1,0,0,0,0,0
4520,38,38,2,0,0,0,0,1,0,0,0,0
4521,25,25,12,0,0,0,0,1,0,0,0,1
4522,22,22,1,0,0,0,1,0,0,0,0,0
4523,41,26,4,0,1,0,1,0,0,0,0,0
4524,20,18,7,0,0,0,0,1,0,0,0,1
4525,27,27,1,0,0,0,1,0,0,0,0,0
4526,53,53,1,0,0,0,0,1,0,0,0,0
4527,25,25,1,0,0,0,1,0,0,0,0,0
4528,25,25,1,0,0,0,0,1,0,0,0,0
4529,32,26,10,0,0,2,0,1,0,0,0,0
4530,19,19,2,0,0,0,1,0,0,0,0,0
4531,29,29,4,0,0,0,0,1,0,0,0,0
4532,45,39,8,0,0,1,1,0,0,0,0,0
4533,21,18,23,0,0,1,1,0,0,0,0,1
4534,36,20,11,0,0,1,1,0,0,0,0,0
4535,26,18,16,0,0,2,1,0,0,0,0,1
4536,28,25,4,0,0,0,0,0,1,0,0,0
4537,58,32,7,0,3,0,1,0,0,0,0,0
4538,34,29,7,0,0,0,0,0,1,0,0,0
4539,27,27,2,0,0,0,1,0,0,0,0,0
4540,53,40,50,1,2,5,1,0,0,0,0,1
4541,48,33,13,0,0,1,0,1,0,0,0,1
4542,45,45,10,0,0,0,0,0,0,0,0,0
4543,28,18,17,0,0,3,1,0,0,0,0,1
4544,26,21,17,0,0,1,1,0,0,0,0,1
4545,56,55,2,0,0,0,1,0,0,0,0,0
4546,18,17,4,0,0,0,1,0,0,0,0,1
4547,20,14,7,0,0,0,0,1,0,0,0,1
4548,46,42,7,0,0,1,0,0,1,0,0,1
4549,47,42,19,0,0,2,0,0,1,0,0,1
4550,33,31,7,0,0,0,0,1,0,0,0,1
4551,19,18,2,0,0,0,1,0,0,0,0,1
4552,38,38,1,0,0,0,0,0,1,0,0,0
4553,19,19,2,0,0,0,1,0,0,0,0,0
4554,58,25,10,0,0,0,1,0,0,0,0,1
4555,23,21,8,0,0,0,1,0,0,0,0,0
4556,42,39,4,0,0,2,0,1,0,0,0,0
4557,32,32,1,0,0,0,1,0,0,0,0,1
4558,26,21,3,0,0,0,0,1,0,0,0,1
4559,26,21,5,0,0,0,0,1,0,0,0,0
4560,45,38,6,0,0,2,1,0,0,0,0,1
4561,29,29,6,0,0,0,1,0,0,0,0,0
4562,19,18,3,0,0,0,0,1,0,0,0,0
4563,25,19,8,0,0,0,0,0,1,0,0,0
4564,31,24,8,0,0,2,0,1,0,0,0,0
4565,51,27,27,0,0,4,1,0,0,0,0,0
4566,18,15,10,0,0,0,0,1,0,0,0,0
4567,20,20,3,0,0,0,0,1,0,0,0,0
4568,42,41,9,1,2,1,0,0,1,0,0,0
4569,22,18,2,1,1,1,1,0,0,0,0,0
4570,34,18,10,0,0,0,1,0,0,0,0,0
4571,48,19,39,0,5,2,1,0,0,0,0,0
4572,46,46,1,0,0,0,0,0,0,0,0,0
4573,46,23,24,0,0,5,1,0,0,0,0,1
4574,46,23,26,0,0,5,1,0,0,0,0,0
4575,18,17,5,0,0,0,1,0,0,0,0,0
4576,24,18,6,0,0,4,1,0,0,0,0,1
4577,26,26,1,0,0,0,0,0,0,0,0,0
4578,57,57,2,0,0,0,0,0,1,0,0,0
4579,24,24,1,0,0,0,0,0,0,0,0,0
4580,35,18,9,0,0,2,0,1,0,0,0,0
4581,32,28,4,0,0,0,0,1,0,0,0,0
4582,21,19,6,0,0,1,1,0,0,0,0,0
4583,52,28,10,0,0,2,0,0,0,0,0,1
4584,53,28,13,0,0,2,0,0,0,0,0,0
4585,44,44,2,0,0,0,0,1,0,0,0,0
4586,50,49,2,0,0,0,0,1,0,0,0,0
4587,26,19,12,0,0,2,0,1,0,0,0,0
4588,23,23,4,0,0,0,0,0,0,0,0,1
4589,20,19,4,0,0,0,1,0,0,0,0,1
4590,51,47,3,0,3,0,1,0,0,0,0,0
4591,22,22,2,0,0,0,0,1,0,0,0,0
4592,31,18,28,0,3,5,1,0,0,0,0,1
4593,35,24,12,0,2,2,1,0,0,0,0,1
4594,37,20,34,0,1,5,1,0,0,0,0,0
4595,33,28,2,0,0,0,1,0,0,0,0,0
4596,32,18,29,0,2,0,1,0,0,0,0,1
4597,38,37,4,0,0,0,0,1,0,0,0,1
4598,23,22,7,0,0,0,1,0,0,0,0,0
4599,46,46,1,0,0,0,0,1,0,0,0,0
4600,49,25,19,0,0,1,0,1,0,0,0,0
4601,19,18,3,0,0,0,0,0,1,0,0,1
4602,55,27,33,0,0,2,1,0,0,0,0,0
4603,40,40,1,0,0,0,1,0,0,0,0,0
4604,33,22,4,0,0,0,1,0,0,0,0,0
4605,21,20,6,0,0,0,0,1,0,0,0,0
4606,21,17,7,0,1,0,0,0,1,0,0,0
4607,25,18,4,0,0,0,1,0,0,0,0,1
4608,19,19,2,0,0,0,1,0,0,0,0,0
4609,22,19,7,0,0,1,1,0,0,0,0,1
4610,22,22,3,0,0,0,0,1,0,0,0,0
4611,29,20,7,0,0,0,0,0,0,0,0,0
4612,42,42,2,0,0,0,0,1,0,0,0,0
4613,21,21,3,0,0,0,1,0,0,0,0,0
4614,24,19,8,0,0,0,1,0,0,0,0,1
4615,26,18,25,0,0,3,1,0,0,0,0,1
4616,27,17,5,1,1,1,0,1,0,0,0,0
4617,18,18,1,0,0,0,1,0,0,0,0,0
4618,21,21,1,0,0,0,0,0,0,0,0,0
4619,37,37,1,0,0,0,0,0,1,0,0,0
4620,33,33,2,0,0,0,0,0,1,0,0,0
4621,46,31,7,1,1,1,0,1,0,0,0,1
4622,21,21,1,0,0,0,0,1,0,0,0,0
4623,52,24,4,0,0,0,1,0,0,0,0,0
4624,20,20,2,0,0,0,1,0,0,0,0,1
4625,20,20,6,0,0,1,1,0,0,0,0,1
4626,36,18,20,0,0,2,1,0,0,0,0,0
4627,28,23,7,0,0,0,1,0,0,0,0,0
4628,28,26,8,0,0,0,1,0,0,0,0,0
4629,38,37,6,0,0,0,0,1,0,0,0,0
4630,18,18,2,0,0,0,1,0,0,0,0,1
4631,18,18,1,0,0,0,0,1,0,0,0,1
4632,20,19,3,0,0,0,0,1,0,0,0,0
4633,35,21,10,0,0,2,1,0,0,0,0,0
4634,28,28,2,0,0,0,1,0,0,0,0,0
4635,25,25,3,0,0,0,0,1,0,0,0,0
4636,36,20,3,0,0,0,1,0,0,0,0,0
4637,31,18,29,0,1,5,1,0,0,0,0,1
4638,21,21,1,0,0,0,1,0,0,0,0,1
4639,28,28,3,0,0,0,0,0,1,0,0,0
4640,40,39,3,0,0,0,1,0,0,0,0,0
4641,24,21,4,0,0,0,1,0,0,0,0,0
4642,55,48,5,0,0,0,0,1,0,0,0,0
4643,37,37,2,0,0,0,0,1,0,0,0,0
4644,28,19,6,0,0,1,1,0,0,0,0,1
4645,28,19,10,0,0,1,1,0,0,0,0,1
4646,33,22,6,0,0,0,1,0,0,0,0,0
4647,46,46,1,0,0,0,0,0,1,0,0,0
4648,47,21,57,0,0,4,1,0,0,0,0,1
4649,34,18,36,0,0,4,1,0,0,0,0,1
4650,30,30,1,0,0,0,0,0,1,0,0,0
4651,18,18,2,0,0,0,1,0,0,0,0,1
4652,52,40,15,1,2,0,1,0,0,0,0,0
4653,23,23,7,0,0,0,0,1,0,0,0,0
4654,24,18,4,0,0,0,0,0,1,0,0,1
4655,57,31,6,0,1,0,0,1,0,0,0,0
4656,41,41,1,0,0,0,0,1,0,0,0,0
4657,28,28,2,0,0,0,0,0,1,0,0,0
4658,23,19,3,0,0,0,1,0,0,0,0,0
4659,41,34,14,0,0,2,0,0,1,0,0,0
4660,25,23,9,0,0,2,0,1,0,0,0,1
4661,20,20,2,0,0,0,0,1,0,0,0,0
4662,21,19,3,0,0,0,0,1,0,0,0,1
4663,25,25,1,0,0,0,1,0,0,0,0,0
4664,27,27,1,0,0,0,0,1,0,0,0,0
4665,36,18,12,0,0,2,1,0,0,0,0,0
4666,44,43,4,0,0,0,0,0,0,0,0,0
4667,23,19,10,0,0,0,1,0,0,0,0,0
4668,23,18,16,0,0,3,1,0,0,0,0,0
4669,20,20,2,0,0,0,1,0,0,0,0,0
4670,52,52,3,0,0,0,0,1,0,0,0,0
4671,18,18,3,0,0,0,1,0,0,0,0,1
4672,23,18,7,0,0,1,0,1,0,0,0,0
4673,43,43,2,0,0,0,0,1,0,0,0,0
4674,19,19,1,0,0,0,0,1,0,0,0,0
4675,47,47,2,0,5,0,0,1,0,0,0,0
4676,35,15,19,0,3,1,0,1,0,0,0,1
4677,34,26,11,0,0,1,0,0,1,0,0,1
4678,31,26,8,0,0,0,1,0,0,0,0,1
4679,27,27,2,0,0,0,1,0,0,0,0,0
4680,23,20,7,0,0,1,0,1,0,0,0,1
4681,21,21,2,0,0,0,0,1,0,0,0,0
4682,29,16,10,0,0,2,0,0,1,0,0,1
4683,42,36,3,0,0,1,0,1,0,0,0,1
4684,50,19,19,1,3,4,0,1,0,0,0,1
4685,19,18,8,0,0,2,1,0,0,0,0,0
4686,22,18,5,0,0,0,0,1,0,0,0,0
4687,50,50,2,0,0,0,0,1,0,0,0,0
4688,35,35,1,0,0,0,1,0,0,0,0,0
4689,35,31,6,0,0,1,0,0,0,0,0,1
4690,24,17,12,0,2,1,1,0,0,0,0,1
4691,18,18,2,0,0,0,1,0,0,0,0,1
4692,22,18,14,0,0,2,1,0,0,0,0,0
4693,30,30,1,0,0,0,0,1,0,0,0,0
4694,21,21,1,0,0,0,0,1,0,0,0,0
4695,44,18,5,0,0,0,0,1,0,0,0,0
4696,29,19,11,0,0,2,0,0,1,0,0,0
4697,21,21,5,0,0,0,0,0,1,0,0,0
4698,35,35,4,0,0,0,0,1,0,0,0,0
4699,27,15,26,0,1,1,1,0,0,0,0,1
4700,54,54,2,0,0,0,0,1,0,0,0,0
4701,40,40,3,0,0,0,0,1,0,0,0,0
4702,19,19,1,0,0,0,1,0,0,0,0,0
4703,29,22,10,0,2,0,1,0,0,0,0,0
4704,47,26,18,0,0,1,0,1,0,0,0,0
4705,39,32,6,0,0,1,0,0,1,0,0,0
4706,20,18,7,0,0,0,0,1,0,0,0,0
4707,45,28,9,0,0,0,1,0,0,0,0,1
4708,29,19,12,0,1,2,1,0,0,0,0,1
4709,23,23,2,0,0,0,1,0,0,0,0,0
4710,53,38,4,0,0,0,0,1,0,0,0,0
4711,26,19,2,0,0,0,1,0,0,0,0,0
4712,18,18,3,0,0,0,1,0,0,0,0,0
4713,19,19,7,0,0,0,0,1,0,0,0,1
4714,25,25,1,0,0,0,1,0,0,0,0,0
4715,33,29,6,0,0,0,1,0,0,0,0,0
4716,20,20,3,0,0,0,0,1,0,0,0,0
4717,34,31,6,0,2,0,1,0,0,0,0,0
4718,31,31,2,0,0,0,1,0,0,0,0,0
4719,21,18,19,0,0,1,1,0,0,0,0,1
4720,66,65,27,0,0,0,0,0,0,0,0,0
4721,21,21,2,0,0,0,1,0,0,0,0,0
4722,24,24,2,0,0,0,1,0,0,0,0,0
4723,24,24,3,0,0,0,0,0,1,0,0,0
4724,27,26,2,0,0,0,0,1,0,0,0,0
4725,20,20,7,0,0,0,1,0,0,0,0,1
4726,25,24,1,0,0,0,1,0,0,0,0,1
4727,26,24,2,0,0,0,1,0,0,0,0,0
4728,18,18,3,0,0,0,1,0,0,0,0,0
4729,37,32,7,0,1,0,0,1,0,0,0,1
4730,22,15,10,0,0,0,0,1,0,0,0,0
4731,34,17,11,0,0,0,0,0,0,0,0,1
4732,18,18,3,0,0,0,1,0,0,0,0,0
4733,23,22,4,0,0,0,1,0,0,0,0,1
4734,40,40,1,0,0,0,0,1,0,0,0,0
4735,21,18,10,0,0,2,1,0,0,0,0,1
4736,19,18,7,0,0,2,1,0,0,0,0,0
4737,53,53,1,0,0,0,0,1,0,0,0,0
4738,41,17,36,0,0,5,1,0,0,0,0,0
4739,35,35,9,0,0,0,0,1,0,0,0,1
4740,20,20,1,0,0,0,1,0,0,0,0,0
4741,61,61,2,0,0,0,1,0,0,0,0,0
4742,45,45,1,0,0,0,0,0,0,0,0,0
4743,36,36,2,0,0,0,1,0,0,0,0,0
4744,27,27,3,0,0,0,0,1,0,0,0,0
4745,19,19,3,0,0,0,1,0,0,0,0,0
4746,18,18,5,0,0,0,1,0,0,0,0,1
4747,18,18,6,0,0,0,1,0,0,0,0,0
4748,21,21,3,0,0,0,0,1,0,0,0,0
4749,27,19,14,0,0,0,1,0,0,0,0,0
4750,18,16,6,0,0,0,1,0,0,0,0,1
4751,18,16,7,0,0,0,1,0,0,0,0,1
4752,22,20,3,0,0,0,1,0,0,0,0,0
4753,28,28,8,0,0,0,1,0,0,0,0,0
4754,20,19,3,0,0,0,1,0,0,0,0,1
4755,20,20,2,0,0,0,0,0,1,0,0,0
4756,29,19,5,0,0,0,1,0,0,0,0,1
4757,25,18,17,0,0,3,1,0,0,0,0,1
4758,22,22,1,0,0,0,1,0,0,0,0,0
4759,29,24,2,0,0,0,0,0,0,0,0,0
4760,26,21,4,0,0,0,1,0,0,0,0,1
4761,39,24,8,1,2,3,1,0,0,0,0,1
4762,25,23,7,0,0,0,1,0,0,0,0,1
4763,27,18,12,0,0,1,0,1,0,0,0,1
4764,46,46,2,0,5,0,0,1,0,0,0,0
4765,34,19,8,0,0,2,0,0,0,0,0,0
4766,40,40,1,0,0,0,0,1,0,0,0,0
4767,36,26,7,0,0,1,1,0,0,0,0,0
4768,20,19,6,0,0,0,1,0,0,0,0,1
4769,43,43,1,0,0,0,0,1,0,0,0,1
4770,35,35,2,0,0,0,1,0,0,0,0,1
4771,34,34,1,0,0,0,1,0,0,0,0,0
4772,19,18,13,0,0,1,0,1,0,0,0,1
4773,26,18,19,0,0,4,1,0,0,0,0,0
4774,36,35,5,0,0,0,1,0,0,0,0,0
4775,44,44,2,0,0,0,0,1,0,0,0,0
4776,23,18,17,0,0,2,1,0,0,0,0,1
4777,23,18,19,0,0,2,1,0,0,0,0,1
4778,18,18,2,0,0,0,1,0,0,0,0,1
4779,61,59,3,0,0,0,1,0,0,0,0,0
4780,25,19,6,0,0,0,1,0,0,0,0,1
4781,53,24,52,0,0,4,0,1,0,0,0,0
4782,52,45,3,0,0,1,0,0,0,0,0,1
4783,26,20,7,0,0,0,1,0,0,0,0,1
4784,27,20,10,0,0,0,1,0,0,0,0,0
4785,35,35,1,0,0,0,0,1,0,0,0,0
4786,31,31,2,0,0,0,1,0,0,0,0,0
4787,54,54,1,0,0,0,0,0,0,0,0,0
4788,30,14,12,0,0,1,1,0,0,0,0,0
4789,22,18,8,0,0,2,1,0,0,0,0,1
4790,31,21,4,0,0,0,1,0,0,0,0,1
4791,23,18,5,0,1,2,1,0,0,0,0,1
4792,46,22,29,0,4,1,0,1,0,0,0,1
4793,26,21,6,0,0,1,1,0,0,0,0,0
4794,25,21,9,0,0,0,0,1,0,0,0,1
4795,50,21,34,0,5,4,1,0,0,0,0,0
4796,54,54,2,0,0,0,0,0,1,0,0,0
4797,24,24,2,0,0,0,0,1,0,0,0,0
4798,19,18,6,0,0,0,1,0,0,0,0,0
4799,46,46,2,0,0,0,0,1,0,0,0,0
4800,65,65,3,0,0,0,0,1,0,0,0,0
4801,26,21,7,0,0,0,1,0,0,0,0,0
4802,51,47,6,0,0,1,1,0,0,0,0,0
4803,46,46,1,0,0,0,1,0,0,0,0,0
4804,42,42,1,0,0,0,0,1,0,0,0,0
4805,53,53,1,0,0,0,0,0,1,0,0,0
4806,44,44,1,0,0,0,1,0,0,0,0,0
4807,27,27,4,0,0,0,0,1,0,0,0,1
4808,43,24,19,0,5,1,0,1,0,0,0,0
4809,18,17,3,0,0,0,1,0,0,0,0,1
4810,51,24,11,0,2,0,1,0,0,0,0,1
4811,51,31,7,0,0,4,0,1,0,0,0,0
4812,24,18,27,0,0,1,1,0,0,0,0,0
4813,20,15,19,0,0,1,1,0,0,0,0,1
4814,36,25,6,0,0,0,0,1,0,0,0,0
4815,32,18,19,0,2,3,0,0,1,0,0,0
4816,27,24,2,0,0,0,1,0,0,0,0,1
4817,27,14,14,0,0,1,1,0,0,0,0,1
4818,38,32,12,0,0,4,1,0,0,0,0,0
4819,29,23,3,1,1,1,1,0,0,0,0,0
4820,29,16,6,0,0,0,1,0,0,0,0,1
4821,19,19,5,0,0,0,0,1,0,0,0,1
4822,44,44,2,0,0,0,0,1,0,0,0,0
4823,19,19,1,0,0,0,1,0,0,0,0,0
4824,36,22,17,1,1,3,1,0,0,0,0,0
4825,33,19,17,0,1,1,1,0,0,0,0,0
4826,24,24,2,0,0,0,1,0,0,0,0,0
4827,23,23,14,0,0,1,1,0,0,0,0,0
4828,22,18,11,1,1,2,1,0,0,0,0,1
4829,20,15,5,0,0,0,0,1,0,0,0,1
4830,49,23,17,0,0,3,1,0,0,0,0,1
4831,49,23,19,0,0,3,1,0,0,0,0,1
4832,19,19,9,0,0,0,1,0,0,0,0,1
4833,23,23,1,0,0,0,0,0,1,0,0,0
4834,20,17,6,0,0,0,0,1,0,0,0,1
4835,28,28,2,0,0,0,1,0,0,0,0,0
4836,32,20,4,0,0,1,0,1,0,0,0,0
4837,29,29,1,0,0,0,1,0,0,0,0,0
4838,48,48,1,0,0,0,0,1,0,0,0,1
4839,24,22,3,0,0,0,1,0,0,0,0,0
